# R_Bohr c0_mEh c1_mEh c2_mEh c3_mEh c4_mEh c5_mEh c6_mEh c7_mEh c8_mEh c9_mEh c10_mEh c11_mEh c12_mEh c13_mEh c14_mEh c15_mEh c16_mEh c17_mEh c18_mEh c19_mEh c20_mEh c21_mEh c22_mEh c23_mEh c24_mEh c25_mEh
 1.55150300e+01 -6.20544943e-03  3.04842914e-03 -3.77745640e-03  9.09560657e-04  8.83676505e-04 -5.01254660e-04 -1.32999057e-03 -3.50269196e-04 -1.56239007e-04  2.46638086e-04 -9.20470735e-04 -3.26446414e-03 -3.16088748e-03 -6.36231785e-04  9.27814824e-04 -1.44258612e-03  5.24430484e-04  2.04145125e-03  6.60384594e-04 -2.61701821e-03 -1.21201426e-03  1.65511161e-03  2.48681523e-03 -1.37272613e-03  4.50983296e-03  2.49122260e-04
 1.55671340e+01 -6.00355496e-03  3.03721778e-03 -3.70957103e-03  9.28080954e-04  8.85819832e-04 -5.13514260e-04 -1.34645987e-03 -3.69358546e-04 -1.56847174e-04  2.47771126e-04 -9.18400935e-04 -3.30217148e-03 -3.14841417e-03 -6.12434988e-04  9.44818855e-04 -1.44847589e-03  5.12972965e-04  2.06288874e-03  6.56167789e-04 -2.61532823e-03 -1.24084205e-03  1.64828268e-03  2.48285203e-03 -1.34290920e-03  4.48743964e-03  2.13113064e-04
 1.56192380e+01 -5.80791383e-03  3.02618226e-03 -3.64567439e-03  9.45658792e-04  8.87510023e-04 -5.25784684e-04 -1.36267281e-03 -3.88759811e-04 -1.57538535e-04  2.48122614e-04 -9.15405536e-04 -3.34009655e-03 -3.13650423e-03 -5.88676013e-04  9.62298731e-04 -1.45468805e-03  5.03103207e-04  2.08490151e-03  6.51300153e-04 -2.61286237e-03 -1.27032511e-03  1.64119226e-03  2.47972862e-03 -1.31298650e-03  4.46498822e-03  1.77166684e-04
 1.56713430e+01 -5.61846703e-03  3.01531580e-03 -3.58565967e-03  9.62274435e-04  8.88768143e-04 -5.38037946e-04 -1.37859215e-03 -4.08448056e-04 -1.58305144e-04  2.47683257e-04 -9.11524675e-04 -3.37811834e-03 -3.12514820e-03 -5.65029013e-04  9.80222266e-04 -1.46117130e-03  4.94847103e-04  2.10743825e-03  6.45807326e-04 -2.60962629e-03 -1.30038397e-03  1.63385725e-03  2.47742009e-03 -1.28302662e-03  4.44250909e-03  1.41348283e-04
 1.57234470e+01 -5.43516228e-03  3.00461290e-03 -3.52941413e-03  9.77911004e-04  8.89617251e-04 -5.50248193e-04 -1.39417912e-03 -4.28392969e-04 -1.59138471e-04  2.46447808e-04 -9.06802272e-04 -3.41611221e-03 -3.11433375e-03 -5.41568237e-04  9.98551946e-04 -1.46787323e-03  4.88223753e-04  2.13044526e-03  6.39717945e-04 -2.60562794e-03 -1.33093579e-03  1.62629637e-03  2.47589784e-03 -1.25309900e-03  4.42003525e-03  1.05723838e-04
 1.57755510e+01 -5.25793143e-03  2.99406816e-03 -3.47681218e-03  9.92556471e-04  8.90082624e-04 -5.62393218e-04 -1.40939535e-03 -4.48561167e-04 -1.60029369e-04  2.44414937e-04 -9.01285358e-04 -3.45395462e-03 -3.10404468e-03 -5.18365081e-04  1.01724724e-03 -1.47474124e-03  4.83244546e-04  2.15386936e-03  6.33062808e-04 -2.60087714e-03 -1.36189802e-03  1.61852893e-03  2.47512949e-03 -1.22327034e-03  4.39759966e-03  7.03557884e-05
 1.58276550e+01 -5.08670444e-03  2.98367702e-03 -3.42772012e-03  1.00620242e-03  8.90191701e-04 -5.74453590e-04 -1.42420178e-03 -4.68914753e-04 -1.60967901e-04  2.41587150e-04 -8.95024138e-04 -3.49152064e-03 -3.09426210e-03 -4.95489682e-04  1.03626349e-03 -1.48172221e-03  4.79913883e-04  2.17765649e-03  6.25875069e-04 -2.59538567e-03 -1.39318641e-03  1.61057512e-03  2.47507918e-03 -1.19360675e-03  4.37523695e-03  3.53055938e-05
 1.58797600e+01 -4.92140191e-03  2.97343540e-03 -3.38199421e-03  1.01884463e-03  8.89974140e-04 -5.86413148e-04 -1.43855933e-03 -4.89412176e-04 -1.61943264e-04  2.37970603e-04 -8.88071568e-04 -3.52868570e-03 -3.08496435e-03 -4.73009831e-04  1.05555291e-03 -1.48876295e-03  4.78229086e-04  2.20175286e-03  6.18189762e-04 -2.58916697e-03 -1.42471634e-03  1.60245541e-03  2.47570778e-03 -1.16417249e-03  4.35298255e-03  6.32188667e-07
 1.59318640e+01 -4.76194714e-03  2.96334039e-03 -3.33948436e-03  1.03048218e-03  8.89461840e-04 -5.98258101e-04 -1.45242800e-03 -5.10006790e-04 -1.62943615e-04  2.33575259e-04 -8.80483690e-04 -3.56532315e-03 -3.07612804e-03 -4.50992497e-04  1.07506337e-03 -1.49580983e-03  4.78180618e-04  2.22610336e-03  6.10044174e-04 -2.58223657e-03 -1.45640067e-03  1.59419088e-03  2.47697289e-03 -1.13503212e-03  4.33087441e-03 -3.36055347e-05
 1.59839680e+01 -4.60824667e-03  2.95338910e-03 -3.30002909e-03  1.04111882e-03  8.88688892e-04 -6.09978379e-04 -1.46576863e-03 -5.30649363e-04 -1.63956092e-04  2.28414330e-04 -8.72318618e-04 -3.60130884e-03 -3.06772728e-03 -4.29501051e-04  1.09474096e-03 -1.50280973e-03  4.79752050e-04  2.25065461e-03  6.01476726e-04 -2.57461120e-03 -1.48815350e-03  1.58580193e-03  2.47882920e-03 -1.10624698e-03  4.30895037e-03 -6.73528800e-05
 1.60360720e+01 -4.46020269e-03  2.94357939e-03 -3.26345951e-03  1.05076202e-03  8.87691546e-04 -6.21566668e-04 -1.47854193e-03 -5.51286697e-04 -1.64966665e-04  2.22504387e-04 -8.63636857e-04 -3.63651863e-03 -3.05973470e-03 -4.08596831e-04  1.11452878e-03 -1.50970972e-03  4.82920408e-04  2.27535333e-03  5.92527320e-04 -2.56630919e-03 -1.51988803e-03  1.57730871e-03  2.48122851e-03 -1.07787734e-03  4.28724988e-03 -1.00556820e-04
 1.60881760e+01 -4.31770957e-03  2.93390969e-03 -3.22959876e-03  1.05942314e-03  8.86508129e-04 -6.33018564e-04 -1.49070897e-03 -5.71862233e-04 -1.65960084e-04  2.15865129e-04 -8.54500984e-04 -3.67082943e-03 -3.05212162e-03 -3.88338546e-04  1.13436766e-03 -1.51645730e-03  4.87656338e-04  2.30014705e-03  5.83236968e-04 -2.55735021e-03 -1.55151723e-03  1.56873062e-03  2.48412002e-03 -1.04998173e-03  4.26581355e-03 -1.33166796e-04
 1.61402810e+01 -4.18065111e-03  2.92437871e-03 -3.19826201e-03  1.06711751e-03  8.85178916e-04 -6.44332693e-04 -1.50223151e-03 -5.92316691e-04 -1.66919836e-04  2.08519067e-04 -8.44975271e-04 -3.70412014e-03 -3.04485819e-03 -3.68781766e-04  1.15419688e-03 -1.52300075e-03  4.93924479e-04  2.32498477e-03  5.73647377e-04 -2.54775499e-03 -1.58295469e-03  1.56008594e-03  2.48745049e-03 -1.02261633e-03  4.24468271e-03 -1.65135434e-04
 1.61923850e+01 -4.04891084e-03  2.91498624e-03 -3.16925932e-03  1.07386377e-03  8.83746105e-04 -6.55509727e-04 -1.51307135e-03 -6.12586779e-04 -1.67828034e-04  2.00491922e-04 -8.35126249e-04 -3.73626945e-03 -3.03791423e-03 -3.49980274e-04  1.17395292e-03 -1.52928874e-03  5.01683209e-04  2.34981525e-03  5.63801469e-04 -2.53754592e-03 -1.61411233e-03  1.55139226e-03  2.49116421e-03 -9.95836942e-04  4.22390104e-03 -1.96416206e-04
 1.62444890e+01 -3.92235626e-03  2.90573194e-03 -3.14239267e-03  1.07968465e-03  8.82253504e-04 -6.66553549e-04 -1.52319185e-03 -6.32607848e-04 -1.68665489e-04  1.91811594e-04 -8.25021445e-04 -3.76715994e-03 -3.03125868e-03 -3.31983691e-04  1.19357218e-03 -1.53527129e-03  5.10885650e-04  2.37459006e-03  5.53742064e-04 -2.52674588e-03 -1.64490414e-03  1.54266522e-03  2.49520354e-03 -9.69695736e-04  4.20351204e-03 -2.26967192e-04
 1.62965930e+01 -3.80084953e-03  2.89661610e-03 -3.11745916e-03  1.08460625e-03  8.80746446e-04 -6.77470220e-04 -1.53255721e-03 -6.52312660e-04 -1.69411613e-04  1.82508533e-04 -8.14729950e-04 -3.79667585e-03 -3.02486049e-03 -3.14838888e-04  1.21298971e-03 -1.54089946e-03  5.21479518e-04  2.39926181e-03  5.43512410e-04 -2.51537879e-03 -1.67524396e-03  1.53391905e-03  2.49950888e-03 -9.44243289e-04  4.18356067e-03 -2.56748684e-04
 1.63486970e+01 -3.68424493e-03  2.88763944e-03 -3.09425113e-03  1.08865809e-03  8.79271556e-04 -6.88268036e-04 -1.54113297e-03 -6.71632140e-04 -1.70044431e-04  1.72615417e-04 -8.04322097e-04 -3.82470398e-03 -3.01868868e-03 -2.98589502e-04  1.23214000e-03 -1.54612561e-03  5.33407540e-04  2.42378478e-03  5.33155812e-04 -2.50346937e-03 -1.70504613e-03  1.52516617e-03  2.50401888e-03 -9.19527944e-04  4.16409287e-03 -2.85723859e-04
 1.64008020e+01 -3.57238703e-03  2.87880285e-03 -3.07255659e-03  1.09187298e-03  8.77876481e-04 -6.98957538e-04 -1.54888633e-03 -6.90496130e-04 -1.70540589e-04  1.62166764e-04 -7.93869140e-04 -3.85113450e-03 -3.01271250e-03 -2.83275569e-04  1.25095763e-03 -1.55090369e-03  5.46608050e-04  2.44811551e-03  5.22715257e-04 -2.49104274e-03 -1.73422622e-03  1.51641691e-03  2.50867072e-03 -8.95595272e-04  4.14515516e-03 -3.13859355e-04
 1.64529060e+01 -3.46511946e-03  2.87010810e-03 -3.05216178e-03  1.09428667e-03  8.76609731e-04 -7.09550502e-04 -1.55578588e-03 -7.08832368e-04 -1.70875332e-04  1.51199565e-04 -7.83443941e-04 -3.87585922e-03 -3.00690217e-03 -2.68934610e-04  1.26937625e-03 -1.55518911e-03  5.61014297e-04  2.47221101e-03  5.12234059e-04 -2.47812527e-03 -1.76269890e-03  1.50768007e-03  2.51340000e-03 -8.72489805e-04  4.12679606e-03 -3.41123156e-04
 1.65050100e+01 -3.36227239e-03  2.86155679e-03 -3.03284967e-03  1.09593805e-03  8.75520230e-04 -7.20060965e-04 -1.56180272e-03 -7.26569117e-04 -1.71022582e-04  1.39751904e-04 -7.73119671e-04 -3.89877492e-03 -3.00122839e-03 -2.55599799e-04  1.28733103e-03 -1.55893947e-03  5.76556316e-04  2.49603170e-03  5.01754520e-04 -2.46474308e-03 -1.79038140e-03  1.49896175e-03  2.51814142e-03 -8.50252189e-04  4.10906375e-03 -3.67487852e-04
 1.65571140e+01 -3.26367171e-03  2.85315100e-03 -3.01440268e-03  1.09686869e-03  8.74657095e-04 -7.30504189e-04 -1.56691018e-03 -7.43634193e-04 -1.70954941e-04  1.27863581e-04 -7.62970540e-04 -3.91978159e-03 -2.99566300e-03 -2.43301110e-04  1.30475759e-03 -1.56211443e-03  5.93160302e-04  2.51953958e-03  4.91318613e-04 -2.45092276e-03 -1.81719138e-03  1.49026603e-03  2.52282866e-03 -8.28920947e-04  4.09200757e-03 -3.92928466e-04
 1.66092180e+01 -3.16913726e-03  2.84489309e-03 -2.99660340e-03  1.09712279e-03  8.74069269e-04 -7.40896651e-04 -1.57108427e-03 -7.59955845e-04 -1.70643737e-04  1.15575757e-04 -7.53071539e-04 -3.93878323e-03 -2.99017915e-03 -2.32064963e-04  1.32159275e-03 -1.56467600e-03  6.10749218e-04  2.54269872e-03  4.80967688e-04 -2.43669111e-03 -1.84304758e-03  1.48159468e-03  2.52739466e-03 -8.08531925e-04  4.07567745e-03 -4.17423009e-04
 1.66613230e+01 -3.07848176e-03  2.83678552e-03 -2.97923542e-03  1.09674691e-03  8.73805142e-04 -7.51256019e-04 -1.57430409e-03 -7.75463601e-04 -1.70059073e-04  1.02930554e-04 -7.43498226e-04 -3.95568845e-03 -2.98475133e-03 -2.21914011e-04  1.33777513e-03 -1.56658889e-03  6.29243536e-04  2.56547581e-03  4.70742209e-04 -2.42207466e-03 -1.86787037e-03  1.47294701e-03  2.53177194e-03 -7.89117835e-04  4.06012363e-03 -4.40952903e-04
 1.67134270e+01 -2.99151825e-03  2.82883150e-03 -2.96208596e-03  1.09578989e-03  8.73912157e-04 -7.61600140e-04 -1.57655194e-03 -7.90087676e-04 -1.69169937e-04  8.99718961e-05 -7.34327450e-04 -3.97040948e-03 -2.97935602e-03 -2.12867864e-04  1.35324431e-03 -1.56782061e-03  6.48560175e-04  2.58783834e-03  4.60682497e-04 -2.40710067e-03 -1.89158000e-03  1.46432052e-03  2.53589251e-03 -7.70709643e-04  4.04539763e-03 -4.63501184e-04
 1.67655310e+01 -2.90805038e-03  2.82103396e-03 -2.94494524e-03  1.09430256e-03  8.74436345e-04 -7.71948002e-04 -1.57781414e-03 -8.03761390e-04 -1.67944215e-04  7.67439194e-05 -7.25636258e-04 -3.98286452e-03 -2.97397123e-03 -2.04941900e-04  1.36794307e-03 -1.56834201e-03  6.68615013e-04  2.60975730e-03  4.50827536e-04 -2.39179534e-03 -1.91409954e-03  1.45570995e-03  2.53968856e-03 -7.53334235e-04  4.03155040e-03 -4.85055185e-04
 1.68176350e+01 -2.82788009e-03  2.81339625e-03 -2.92760920e-03  1.09233759e-03  8.75421891e-04 -7.82318724e-04 -1.57808115e-03 -8.16420626e-04 -1.66348809e-04  6.32918266e-05 -7.17502690e-04 -3.99297662e-03 -2.96857708e-03 -1.98148048e-04  1.38181647e-03 -1.56812744e-03  6.89321864e-04  2.63120534e-03  4.41215783e-04 -2.37618471e-03 -1.93535302e-03  1.44710796e-03  2.54309243e-03 -7.37015832e-04  4.01863335e-03 -5.05604686e-04
 1.68697390e+01 -2.75080666e-03  2.80592188e-03 -2.90988076e-03  1.08994928e-03  8.76910622e-04 -7.92731533e-04 -1.57734816e-03 -8.28004851e-04 -1.64349718e-04  4.96615470e-05 -7.10005661e-04 -4.00067445e-03 -2.96315592e-03 -1.92494566e-04  1.39481254e-03 -1.56715517e-03  7.10593204e-04  2.65215723e-03  4.31885023e-04 -2.36029423e-03 -1.95526607e-03  1.43850509e-03  2.54603692e-03 -7.21775516e-04  4.00669794e-03 -5.25142344e-04
 1.69218440e+01 -2.67662607e-03  2.79861441e-03 -2.89157103e-03  1.08719332e-03  8.78941519e-04 -8.03205748e-04 -1.57561551e-03 -8.38458067e-04 -1.61912093e-04  3.58993911e-05 -7.03224958e-04 -4.00589271e-03 -2.95769233e-03 -1.87985960e-04  1.40688293e-03 -1.56540773e-03  7.32340973e-04  2.67259014e-03  4.22872285e-04 -2.34414830e-03 -1.97376629e-03  1.42988964e-03  2.54845565e-03 -7.07630863e-04  3.99579525e-03 -5.43664014e-04
 1.69739480e+01 -2.60513748e-03  2.79147800e-03 -2.87250251e-03  1.08412678e-03  8.81549984e-04 -8.13759769e-04 -1.57288947e-03 -8.47728841e-04 -1.59000526e-04  2.20530464e-05 -6.97241889e-04 -4.00857219e-03 -2.95217377e-03 -1.84623288e-04  1.41798230e-03 -1.56287250e-03  7.54475274e-04  2.69248203e-03  4.14214656e-04 -2.32777129e-03 -1.99078202e-03  1.42124853e-03  2.55028314e-03 -6.94596903e-04  3.98597667e-03 -5.61167310e-04
 1.70260520e+01 -2.53613561e-03  2.78451654e-03 -2.85250877e-03  1.08080763e-03  8.84767458e-04 -8.24412070e-04 -1.56918262e-03 -8.55772390e-04 -1.55578896e-04  8.16994807e-06 -6.92138692e-04 -4.00866077e-03 -2.94659005e-03 -1.82403639e-04  1.42807020e-03 -1.55954198e-03  7.76907246e-04  2.71181391e-03  4.05948405e-04 -2.31118547e-03 -2.00624453e-03  1.41256638e-03  2.55145544e-03 -6.82684382e-04  3.97729240e-03 -5.77653716e-04
 1.70781560e+01 -2.46941740e-03  2.77773420e-03 -2.83143783e-03  1.07729471e-03  8.88620624e-04 -8.35180199e-04 -1.56451462e-03 -8.62550688e-04 -1.51610653e-04 -5.70168693e-06 -6.87999303e-04 -4.00611345e-03 -2.94093398e-03 -1.81320482e-04  1.43711048e-03 -1.55541444e-03  7.99547782e-04  2.73056811e-03  3.98109890e-04 -2.29441201e-03 -2.02008668e-03  1.40382642e-03  2.55191024e-03 -6.71900750e-04  3.96979214e-03 -5.93127119e-04
 1.71302610e+01 -2.40478026e-03  2.77113517e-03 -2.80915349e-03  1.07364748e-03  8.93130835e-04 -8.46080995e-04 -1.55891287e-03 -8.68033773e-04 -1.47058818e-04 -1.95133860e-05 -6.84909451e-04 -4.00089286e-03 -2.93520127e-03 -1.81363562e-04  1.44507212e-03 -1.55049437e-03  8.22308735e-04  2.74872892e-03  3.90735499e-04 -2.27747008e-03 -2.03224364e-03  1.39501032e-03  2.55158732e-03 -6.62249579e-04  3.96352446e-03 -6.07594428e-04
 1.71823650e+01 -2.34202801e-03  2.76472411e-03 -2.78553924e-03  1.06992604e-03  8.98313003e-04 -8.57129556e-04 -1.55241371e-03 -8.72200441e-04 -1.41886465e-04 -3.32153357e-05 -6.82957207e-04 -3.99297026e-03 -2.92939120e-03 -1.82518857e-04  1.45192908e-03 -1.54479354e-03  8.45101538e-04  2.76628101e-03  3.83862505e-04 -2.26037793e-03 -2.04265206e-03  1.38609910e-03  2.55042893e-03 -6.53731146e-04  3.95853707e-03 -6.21064472e-04
 1.72344690e+01 -2.28096448e-03  2.75850542e-03 -2.76049815e-03  1.06619056e-03  9.04175312e-04 -8.68340317e-04 -1.54506271e-03 -8.75040034e-04 -1.36056339e-04 -4.67579215e-05 -6.82233016e-04 -3.98232551e-03 -2.92350611e-03 -1.84768547e-04  1.45766170e-03 -1.53833109e-03  8.67840176e-04  2.78321138e-03  3.77528565e-04 -2.24315053e-03 -2.05125162e-03  1.37707237e-03  2.54838021e-03 -6.46341178e-04  3.95487576e-03 -6.33549667e-04
 1.72865730e+01 -2.22139956e-03  2.75248372e-03 -2.73395708e-03  1.06250138e-03  9.10718018e-04 -8.79726035e-04 -1.53691603e-03 -8.76553258e-04 -1.29531330e-04 -6.00905859e-05 -6.82830406e-04 -3.96894811e-03 -2.91755205e-03 -1.88090996e-04  1.46225655e-03 -1.53113468e-03  8.90439798e-04  2.79950768e-03  3.71772696e-04 -2.22580063e-03 -2.05798414e-03  1.36790929e-03  2.54538964e-03 -6.40071459e-04  3.95258466e-03 -6.45064903e-04
 1.73386770e+01 -2.16314903e-03  2.74666370e-03 -2.70586905e-03  1.05891875e-03  9.17932595e-04 -8.91297831e-04 -1.52804140e-03 -8.76753651e-04 -1.22274537e-04 -7.31619862e-05 -6.84846429e-04 -3.95283786e-03 -2.91153891e-03 -1.92460687e-04  1.46570709e-03 -1.52324131e-03  9.12817498e-04  2.81515840e-03  3.66635588e-04 -2.20833799e-03 -2.06279400e-03  1.35858869e-03  2.54140953e-03 -6.34909457e-04  3.95170574e-03 -6.55627853e-04
 1.73907820e+01 -2.10603468e-03  2.74104998e-03 -2.67621557e-03  1.05550258e-03  9.25800893e-04 -9.03065251e-04 -1.51851913e-03 -8.75669013e-04 -1.14249258e-04 -8.59200974e-05 -6.88382337e-04 -3.93400524e-03 -2.90548049e-03 -1.97848275e-04  1.46801431e-03 -1.51469801e-03  9.34893081e-04  2.83015283e-03  3.62160036e-04 -2.19076867e-03 -2.06562825e-03  1.34908921e-03  2.53639645e-03 -6.30838076e-04  3.95227853e-03 -6.65259200e-04
 1.74428860e+01 -2.04988977e-03  2.73564758e-03 -2.64501214e-03  1.05231258e-03  9.34293436e-04 -9.15035200e-04 -1.50844409e-03 -8.73343099e-04 -1.05419773e-04 -9.83110683e-05 -6.93543934e-04 -3.91247380e-03 -2.89939525e-03 -2.04220073e-04  1.46918713e-03 -1.50556359e-03  9.56587717e-04  2.84447967e-03  3.58391844e-04 -2.17309592e-03 -2.06643660e-03  1.33939038e-03  2.53031219e-03 -6.27835739e-04  3.95433963e-03 -6.73981970e-04
 1.74949900e+01 -1.99455379e-03  2.73046117e-03 -2.61230824e-03  1.04940764e-03  9.43369164e-04 -9.27213148e-04 -1.49792609e-03 -8.69837199e-04 -9.57505766e-05 -1.10280489e-04 -7.00442730e-04 -3.88827897e-03 -2.89330589e-03 -2.11538574e-04  1.46924332e-03 -1.49590875e-03  9.77826823e-04  2.85812844e-03  3.55379951e-04 -2.15531767e-03 -2.06517185e-03  1.32947194e-03  2.52312383e-03 -6.25875697e-04  3.95792245e-03 -6.81822730e-04
 1.75470940e+01 -1.93987805e-03  2.72549556e-03 -2.57819326e-03  1.04684594e-03  9.52973583e-04 -9.39602077e-04 -1.48709208e-03 -8.65232037e-04 -8.52071438e-05 -1.21772167e-04 -7.09196523e-04 -3.86147048e-03 -2.88724012e-03 -2.19761946e-04  1.46820995e-03 -1.48581801e-03  9.98538702e-04  2.87108792e-03  3.53177486e-04 -2.13742731e-03 -2.06178979e-03  1.31931489e-03  2.51480475e-03 -6.24926116e-04  3.96305666e-03 -6.88810932e-04
 1.75991980e+01 -1.88572597e-03  2.72075549e-03 -2.54279989e-03  1.04468479e-03  9.63037551e-04 -9.52202563e-04 -1.47608773e-03 -8.59629764e-04 -7.37559454e-05 -1.32728103e-04 -7.19930375e-04 -3.83211321e-03 -2.88123085e-03 -2.28843984e-04  1.46612419e-03 -1.47539083e-03  1.01865531e-03  2.88334615e-03  3.51842447e-04 -2.11941280e-03 -2.05624941e-03  1.30890182e-03  2.50533529e-03 -6.24949720e-04  3.96976784e-03 -6.94979242e-04
 1.76513030e+01 -1.83197342e-03  2.71624556e-03 -2.50630765e-03  1.04298033e-03  9.73476019e-04 -9.65012882e-04 -1.46507899e-03 -8.53155966e-04 -6.13643705e-05 -1.43088377e-04 -7.32777898e-04 -3.80028780e-03 -2.87531652e-03 -2.38734153e-04  1.46303402e-03 -1.46474291e-03  1.03811296e-03  2.89489016e-03  3.51438546e-04 -2.10125564e-03 -2.04851290e-03  1.29821708e-03  2.49470328e-03 -6.25903518e-04  3.97807708e-03 -7.00363792e-04
 1.77034070e+01 -1.77851430e-03  2.71197052e-03 -2.46895030e-03  1.04178760e-03  9.84185636e-04 -9.78027887e-04 -1.45425501e-03 -8.45962507e-04 -4.80018664e-05 -1.52790018e-04 -7.47881349e-04 -3.76609453e-03 -2.86954190e-03 -2.49376627e-04  1.45899935e-03 -1.45400860e-03  1.05685120e-03  2.90570468e-03  3.52036132e-04 -2.08293159e-03 -2.03854638e-03  1.28724815e-03  2.48290576e-03 -6.27738392e-04  3.98799982e-03 -7.05003971e-04
 1.77555110e+01 -1.72525584e-03  2.70793470e-03 -2.43101655e-03  1.04116011e-03  9.95044249e-04 -9.91240352e-04 -1.44382904e-03 -8.38229272e-04 -3.36386860e-05 -1.61767822e-04 -7.65394339e-04 -3.72965118e-03 -2.86395792e-03 -2.60711217e-04  1.45409255e-03 -1.44334141e-03  1.07481538e-03  2.91577300e-03  3.53713131e-04 -2.06440782e-03 -2.02631921e-03  1.27598485e-03  2.46994864e-03 -6.30398843e-04  3.99954623e-03 -7.08943268e-04
 1.78076150e+01 -1.67212436e-03  2.70414231e-03 -2.39285812e-03  1.04114985e-03  1.00590826e-03 -1.00463986e-03 -1.43404167e-03 -8.30167346e-04 -1.82469945e-05 -1.69953130e-04 -7.85482234e-04 -3.69109704e-03 -2.85862263e-03 -2.72672390e-04  1.44839964e-03 -1.43291663e-03  1.09195554e-03  2.92507556e-03  3.56556152e-04 -2.04564345e-03 -2.01180470e-03  1.26442070e-03  2.45584848e-03 -6.33822547e-04  4.01271998e-03 -7.12229102e-04
 1.78597190e+01 -1.61906585e-03  2.70059730e-03 -2.35489478e-03  1.04180706e-03  1.01661084e-03 -1.01821292e-03 -1.42516323e-03 -8.22021787e-04 -1.80081602e-06 -1.77273581e-04 -8.08323856e-04 -3.65059408e-03 -2.85360163e-03 -2.85189183e-04  1.44202136e-03 -1.42293320e-03  1.10822713e-03  2.93358961e-03  3.60661607e-04 -2.02658834e-03 -1.99498009e-03  1.25255330e-03  2.44063338e-03 -6.37939925e-04  4.02751777e-03 -7.14913227e-04
 1.79118240e+01 -1.56604678e-03  2.69730322e-03 -2.31761972e-03  1.04318006e-03  1.02695995e-03 -1.03194312e-03 -1.41749649e-03 -8.14074590e-04  1.57241390e-05 -1.83652754e-04 -8.34113605e-04 -3.60832811e-03 -2.84896870e-03 -2.98185151e-04  1.43507411e-03 -1.41361565e-03  1.12359171e-03  2.94128879e-03  3.66137032e-04 -2.00718176e-03 -1.97582635e-03  1.24038462e-03  2.42434376e-03 -6.42673765e-04  4.04392889e-03 -7.17052110e-04
 1.79639280e+01 -1.51305992e-03  2.69426339e-03 -2.28160899e-03  1.04531497e-03  1.03673526e-03 -1.04580995e-03 -1.41138029e-03 -8.06648629e-04  3.43489365e-05 -1.89009183e-04 -8.63061156e-04 -3.56451407e-03 -2.84480680e-03 -3.11577033e-04  1.42769178e-03 -1.40521712e-03  1.13801615e-03  2.94814195e-03  3.73101918e-04 -1.98735284e-03 -1.95432984e-03  1.22792255e-03  2.40703488e-03 -6.47938321e-04  4.06193322e-03 -7.18707166e-04
 1.80160320e+01 -1.46012027e-03  2.69148041e-03 -2.24752425e-03  1.04825560e-03  1.04568681e-03 -1.05979030e-03 -1.40719204e-03 -8.00110307e-04  5.40932693e-05 -1.93256571e-04 -8.95396308e-04 -3.51939343e-03 -2.84120838e-03 -3.25275877e-04  1.42002632e-03 -1.39802075e-03  1.15147488e-03  2.95411333e-03  3.81689675e-04 -1.96701728e-03 -1.93048023e-03  1.21518012e-03  2.38877629e-03 -6.53639282e-04  4.08150225e-03 -7.19945432e-04
 1.80681360e+01 -1.40727111e-03  2.68895634e-03 -2.21612324e-03  1.05204310e-03  1.05353150e-03 -1.07385727e-03 -1.40535194e-03 -7.94874005e-04  7.49739740e-05 -1.96302740e-04 -9.31369088e-04 -3.47323978e-03 -2.83827665e-03 -3.39185649e-04  1.41224968e-03 -1.39234297e-03  1.16394911e-03  2.95916136e-03  3.92048648e-04 -1.94607760e-03 -1.90427209e-03  1.20217705e-03  2.36965447e-03 -6.59672781e-04  4.10259698e-03 -7.20839892e-04
 1.81202400e+01 -1.35458524e-03  2.68669244e-03 -2.18826720e-03  1.05671565e-03  1.05995031e-03 -1.08798043e-03 -1.40632684e-03 -7.91406020e-04  9.70052095e-05 -1.98049207e-04 -9.71252409e-04 -3.42636065e-03 -2.83612650e-03 -3.53203033e-04  1.40455528e-03 -1.38853611e-03  1.17542761e-03  2.96323800e-03  4.04343653e-04 -1.92442163e-03 -1.87570459e-03  1.18894014e-03  2.34977405e-03 -6.65924773e-04  4.12516722e-03 -7.21470072e-04
 1.81723450e+01 -1.30216624e-03  2.68468905e-03 -2.16492926e-03  1.06230824e-03  1.06458525e-03 -1.10212597e-03 -1.41063464e-03 -7.90228942e-04  1.20198781e-04 -1.98390646e-04 -1.01534532e-03 -3.37909933e-03 -2.83488569e-03 -3.67217225e-04  1.39715968e-03 -1.38699129e-03  1.18590749e-03  2.96628816e-03  4.18757775e-04 -1.90192066e-03 -1.84478105e-03  1.17550370e-03  2.32925909e-03 -6.72270378e-04  4.14915100e-03 -7.21922676e-04
 1.82244490e+01 -1.25015498e-03  2.68294551e-03 -2.14720555e-03  1.06885177e-03  1.06703545e-03 -1.11625566e-03 -1.41884867e-03 -7.91926382e-04  1.44562228e-04 -1.97214357e-04 -1.06397209e-03 -3.33184151e-03 -2.83469619e-03 -3.81108331e-04  1.39030494e-03 -1.38814153e-03  1.19539394e-03  2.96824862e-03  4.35492740e-04 -1.87842988e-03 -1.81151135e-03  1.16191118e-03  2.30825642e-03 -6.78572525e-04  4.17447147e-03 -7.22292248e-04
