# R_Bohr c0_mEh c1_mEh c2_mEh c3_mEh c4_mEh c5_mEh c6_mEh c7_mEh c8_mEh c9_mEh c10_mEh c11_mEh c12_mEh c13_mEh c14_mEh c15_mEh c16_mEh c17_mEh c18_mEh c19_mEh c20_mEh c21_mEh c22_mEh c23_mEh c24_mEh c25_mEh
 1.00440880e+01 -1.49685498e-01  8.74575723e-03 -8.60579482e-02 -1.31158044e-02 -1.33358428e-02 -5.29504224e-03 -2.19096029e-03 -7.45995173e-04 -1.82892027e-03 -8.26371256e-05  9.73835158e-04 -3.62959805e-03 -2.22216686e-03  1.07025498e-04 -2.79496703e-04 -1.12497928e-03  3.03894511e-03  1.71360629e-03 -6.35316464e-04 -3.10627033e-03 -1.60585508e-03  2.50735041e-03  3.72470039e-03 -1.73728182e-03  5.02705833e-03  3.08756560e-03
 1.00961920e+01 -1.44810758e-01  8.85843495e-03 -8.30727821e-02 -1.23489645e-02 -1.27727092e-02 -4.98636625e-03 -2.09909984e-03 -6.67293877e-04 -1.78758548e-03 -8.85443799e-05  9.25709948e-04 -3.59106299e-03 -2.23543620e-03  6.15747004e-05 -2.88910160e-04 -1.09481124e-03  2.97584292e-03  1.67012383e-03 -6.43624510e-04 -3.09603587e-03 -1.53892961e-03  2.49306263e-03  3.69726484e-03 -1.71753769e-03  5.04877236e-03  3.06212279e-03
 1.01482970e+01 -1.40100448e-01  8.93861030e-03 -8.01861717e-02 -1.16309728e-02 -1.22276276e-02 -4.69498374e-03 -2.01083154e-03 -5.93353139e-04 -1.74759518e-03 -9.39379499e-05  8.75871802e-04 -3.55362132e-03 -2.24748358e-03  1.59985577e-05 -2.97566140e-04 -1.06748260e-03  2.91149585e-03  1.62962090e-03 -6.50224975e-04 -3.08490811e-03 -1.47282946e-03  2.47924128e-03  3.67080217e-03 -1.69783494e-03  5.06972197e-03  3.03560659e-03
 1.02004010e+01 -1.35550253e-01  8.98967354e-03 -7.73959927e-02 -1.09584385e-02 -1.17004141e-02 -4.42002685e-03 -1.92591690e-03 -5.23830985e-04 -1.70908020e-03 -9.87931361e-05  8.24780868e-04 -3.51733734e-03 -2.25828028e-03 -2.93712315e-05 -3.05638799e-04 -1.04316666e-03  2.84622379e-03  1.59191845e-03 -6.55031464e-04 -3.07278700e-03 -1.40812147e-03  2.46605014e-03  3.64530859e-03 -1.67818336e-03  5.08990238e-03  3.00809998e-03
 1.02525050e+01 -1.31155638e-01  9.01469093e-03 -7.46998042e-02 -1.03281987e-02 -1.11907785e-02 -4.16066460e-03 -1.84410284e-03 -4.58390160e-04 -1.67213776e-03 -1.03099880e-04  7.72891516e-04 -3.48225128e-03 -2.26781032e-03 -7.42316836e-05 -3.13289048e-04 -1.02199998e-03  2.78033190e-03  1.55683923e-03 -6.57980770e-04 -3.05958782e-03 -1.34532927e-03  2.45364042e-03  3.62076731e-03 -1.65859074e-03  5.10930293e-03  2.97966127e-03
 1.03046090e+01 -1.26912208e-01  9.01643219e-03 -7.20951152e-02 -9.73735164e-03 -1.06983833e-02 -3.91612178e-03 -1.76513833e-03 -3.96707619e-04 -1.63683601e-03 -1.06858822e-04  7.20648136e-04 -3.44838638e-03 -2.27607311e-03 -1.18304994e-04 -3.20660873e-04 -1.00408636e-03  2.71411382e-03  1.52421454e-03 -6.59030650e-04 -3.04524317e-03 -1.28493338e-03  2.44214874e-03  3.59715374e-03 -1.63906573e-03  5.12790766e-03  2.95032927e-03
 1.03567130e+01 -1.22815610e-01  8.99740383e-03 -6.95793662e-02 -9.18322047e-03 -1.02228471e-02 -3.68566925e-03 -1.68878143e-03 -3.38476307e-04 -1.60321495e-03 -1.10078194e-04  6.68476995e-04 -3.41575219e-03 -2.28308683e-03 -1.61339235e-04 -3.27878947e-04 -9.89498010e-04  2.64784897e-03  1.49388652e-03 -6.58158353e-04 -3.02970361e-03 -1.22736581e-03  2.43169397e-03  3.57443771e-03 -1.61961879e-03  5.14569785e-03  2.92012601e-03
 1.04088180e+01 -1.18861454e-01  8.95987718e-03 -6.71499157e-02 -8.66332315e-03 -9.76374959e-03 -3.46861616e-03 -1.61480533e-03 -2.83406869e-04 -1.57128757e-03 -1.12771019e-04  6.16778941e-04 -3.38434768e-03 -2.28889101e-03 -2.03108846e-04 -3.35046702e-04 -9.78277116e-04  2.58180019e-03  1.46571028e-03 -6.55359001e-04 -3.01293798e-03 -1.17300583e-03  2.42237463e-03  3.55258550e-03 -1.60026289e-03  5.16265429e-03  2.88905936e-03
 1.04609220e+01 -1.15045608e-01  8.90591795e-03 -6.48042527e-02 -8.17539290e-03 -9.32067655e-03 -3.26432265e-03 -1.54301026e-03 -2.31234042e-04 -1.54104406e-03 -1.14952467e-04  5.65928003e-04 -3.35416699e-03 -2.29354793e-03 -2.43411086e-04 -3.42244240e-04 -9.70438274e-04  2.51621794e-03  1.43955805e-03 -6.50644357e-04 -2.99493501e-03 -1.12218163e-03  2.41426753e-03  3.53156360e-03 -1.58101599e-03  5.17875779e-03  2.85712860e-03
 1.05130260e+01 -1.11363742e-01  8.83740560e-03 -6.25397402e-02 -7.71730112e-03 -8.89317668e-03 -3.07217143e-03 -1.47321988e-03 -1.81712020e-04 -1.51245014e-03 -1.16638137e-04  5.16261043e-04 -3.32519869e-03 -2.29714440e-03 -2.82070412e-04 -3.49528156e-04 -9.65968844e-04  2.45133205e-03  1.41531741e-03 -6.44041093e-04 -2.97570146e-03 -1.07516254e-03  2.40742516e-03  3.51133791e-03 -1.56189961e-03  5.19399267e-03  2.82432390e-03
 1.05651300e+01 -1.07811630e-01  8.75605719e-03 -6.03538227e-02 -7.28708205e-03 -8.48080462e-03 -2.89158129e-03 -1.40529065e-03 -1.34619933e-04 -1.48545155e-03 -1.17842260e-04  4.68078365e-04 -3.29743066e-03 -2.29979161e-03 -3.18934774e-04 -3.56930538e-04 -9.64831497e-04  2.38735646e-03  1.39289444e-03 -6.35589608e-04 -2.95526301e-03 -1.03216258e-03  2.40187544e-03  3.49187685e-03 -1.54294095e-03  5.20834673e-03  2.79063162e-03
 1.06172340e+01 -1.04385072e-01  8.66344560e-03 -5.82439941e-02 -6.88290828e-03 -8.08311830e-03 -2.72199979e-03 -1.33911269e-03 -8.97614468e-05 -1.45997555e-03 -1.18576606e-04  4.21640342e-04 -3.27085138e-03 -2.30162491e-03 -3.53875925e-04 -3.64459189e-04 -9.66965578e-04  2.32448779e-03  1.37221347e-03 -6.25342703e-04 -2.93366337e-03 -9.93339548e-04  2.39762102e-03  3.47315203e-03 -1.52417293e-03  5.22181264e-03  2.75603646e-03
 1.06693390e+01 -1.01079836e-01  8.56101401e-03 -5.62077719e-02 -6.50307087e-03 -7.69967650e-03 -2.56289741e-03 -1.27460970e-03 -4.69641621e-05 -1.43593266e-03 -1.18849769e-04  3.77165170e-04 -3.24545089e-03 -2.30280267e-03 -3.86789510e-04 -3.72098386e-04 -9.72288837e-04  2.26290424e-03  1.35321651e-03 -6.13364087e-04 -2.91096296e-03 -9.58795388e-04  2.39463932e-03  3.45513871e-03 -1.50563402e-03  5.23438884e-03  2.72052331e-03
 1.07214430e+01 -9.78919074e-02  8.45009819e-03 -5.42428608e-02 -6.14599668e-03 -7.33007180e-03 -2.41377698e-03 -1.21174382e-03 -6.08261193e-06 -1.41322072e-03 -1.18666827e-04  3.34831772e-04 -3.22122363e-03 -2.30350442e-03 -4.17592026e-04 -3.79809378e-04 -9.80698577e-04  2.20277054e-03  1.33586395e-03 -5.99728143e-04 -2.88723940e-03 -9.28580431e-04  2.39288340e-03  3.43781764e-03 -1.48736978e-03  5.24607908e-03  2.68408228e-03
 1.07735470e+01 -9.48171175e-02  8.33192690e-03 -5.23469246e-02 -5.81019465e-03 -6.97388897e-03 -2.27415305e-03 -1.15050699e-03  3.30073374e-05 -1.39172446e-03 -1.18029426e-04  2.94775059e-04 -3.19816593e-03 -2.30392857e-03 -4.46224051e-04 -3.87532816e-04 -9.92073881e-04  2.14423121e-03  1.32013114e-03 -5.84517391e-04 -2.86258348e-03 -9.02691841e-04  2.39228267e-03  3.42117328e-03 -1.46943048e-03  5.25689404e-03  2.64670667e-03
 1.08256510e+01 -9.18514008e-02  8.20763988e-03 -5.05177482e-02 -5.49427668e-03 -6.63073632e-03 -2.14356219e-03 -1.09092390e-03  7.04062207e-05 -1.37131963e-03 -1.16936119e-04  2.57090572e-04 -3.17627802e-03 -2.30428924e-03 -4.72647069e-04 -3.95190098e-04 -1.00627690e-03  2.08741583e-03  1.30600828e-03 -5.67822270e-04 -2.83709922e-03 -8.81079359e-04  2.39274481e-03  3.40519520e-03 -1.45187230e-03  5.26685025e-03  2.60839751e-03
 1.08777560e+01 -8.89906854e-02  8.07829195e-03 -4.87531659e-02 -5.19693692e-03 -6.30023279e-03 -2.02155575e-03 -1.03304664e-03  1.06193877e-04 -1.35187452e-03 -1.15382988e-04  2.21834839e-04 -3.15556272e-03 -2.30481292e-03 -4.96843927e-04 -4.02685946e-04 -1.02315492e-03  2.03243745e-03  1.29349783e-03 -5.49739489e-04 -2.81090102e-03 -8.63647853e-04  2.39415771e-03  3.38987725e-03 -1.43475612e-03  5.27597022e-03  2.56916355e-03
 1.09298600e+01 -8.62311178e-02  7.94487009e-03 -4.70511958e-02 -4.91696776e-03 -5.98203308e-03 -1.90770753e-03 -9.76955494e-04  1.40428414e-04 -1.33325370e-03 -1.13364634e-04  1.89030518e-04 -3.13602630e-03 -2.30573455e-03 -5.18816330e-04 -4.09910383e-04 -1.04254068e-03  1.97939747e-03  1.28261313e-03 -5.30372397e-04 -2.78411374e-03 -8.50262573e-04  2.39639175e-03  3.37521838e-03 -1.41814823e-03  5.28428121e-03  2.52902558e-03
 1.09819640e+01 -8.35687417e-02  7.80828401e-03 -4.54098345e-02 -4.65322002e-03 -5.67578903e-03 -1.80159836e-03 -9.22748038e-04  1.73152233e-04 -1.31531802e-03 -1.10875036e-04  1.58665319e-04 -3.11767505e-03 -2.30729348e-03 -5.38586880e-04 -4.16742377e-04 -1.06425594e-03  1.92838001e-03  1.27337453e-03 -5.09827889e-04 -2.75686752e-03 -8.40751490e-04  2.39930262e-03  3.36122031e-03 -1.40211763e-03  5.29181568e-03  2.48801284e-03
 1.10340680e+01 -8.09997292e-02  7.66938052e-03 -4.38271915e-02 -4.40462129e-03 -5.38117424e-03 -1.70282455e-03 -8.70539049e-04  2.04391344e-04 -1.29792829e-03 -1.07908782e-04  1.30698117e-04 -3.10051570e-03 -2.30972915e-03 -5.56196354e-04 -4.23052172e-04 -1.08811198e-03  1.87945702e-03  1.26580773e-03 -4.88216780e-04 -2.72929767e-03 -8.34911314e-04  2.40273416e-03  3.34788817e-03 -1.38673657e-03  5.29860969e-03  2.44616665e-03
 1.10861720e+01 -7.85203337e-02  7.52894441e-03 -4.23014498e-02 -4.17016606e-03 -5.09787610e-03 -1.61099452e-03 -8.20454523e-04  2.34158277e-04 -1.28094699e-03 -1.04462231e-04  1.05061884e-04 -3.08455365e-03 -2.31327679e-03 -5.71703288e-04 -4.28704430e-04 -1.11391150e-03  1.83268793e-03  1.25994085e-03 -4.65652516e-04 -2.70154197e-03 -8.32511878e-04  2.40652145e-03  3.33522939e-03 -1.37207927e-03  5.30470223e-03  2.40354005e-03
 1.11382770e+01 -7.61268543e-02  7.38769840e-03 -4.08308341e-02 -3.94890802e-03 -4.82558898e-03 -1.52572656e-03 -7.72625855e-04  2.62454886e-04 -1.26423979e-03 -1.00534589e-04  8.16670523e-05 -3.06979126e-03 -2.31816328e-03 -5.85183223e-04 -4.33561314e-04 -1.14145086e-03  1.78811963e-03  1.25580171e-03 -4.42249777e-04 -2.67373809e-03 -8.33301005e-04  2.41049394e-03  3.32325275e-03 -1.35822074e-03  5.31013436e-03  2.36019706e-03
 1.11903810e+01 -7.38158265e-02  7.24631594e-03 -3.94137169e-02 -3.73997384e-03 -4.56403308e-03 -1.44665464e-03 -7.27188582e-04  2.89272499e-04 -1.24767873e-03 -9.61293204e-05  6.04071053e-05 -3.05622757e-03 -2.32460264e-03 -5.96726621e-04 -4.37485080e-04 -1.17051953e-03  1.74579061e-03  1.25341557e-03 -4.18125391e-04 -2.64602363e-03 -8.37009175e-04  2.41447837e-03  3.31196840e-03 -1.34523686e-03  5.31494786e-03  2.31621586e-03
 1.12424850e+01 -7.15837557e-02  7.10540644e-03 -3.80484437e-02 -3.54253501e-03 -4.31292108e-03 -1.37341828e-03 -6.84272182e-04  3.14597422e-04 -1.23114182e-03 -9.12546864e-05  4.11596875e-05 -3.04385518e-03 -2.33279275e-03 -6.06439219e-04 -4.40341473e-04 -1.20090493e-03  1.70572648e-03  1.25280215e-03 -3.93394748e-04 -2.61853108e-03 -8.43354306e-04  2.41830224e-03  3.30138568e-03 -1.33320177e-03  5.31918485e-03  2.27168340e-03
 1.12945890e+01 -6.94273099e-02  6.96552731e-03 -3.67334411e-02 -3.35582269e-03 -4.07197736e-03 -1.30566889e-03 -6.43999399e-04  3.38410922e-04 -1.21451579e-03 -8.59248666e-05  2.37921005e-05 -3.03266020e-03 -2.34291148e-03 -6.14439661e-04 -4.42001998e-04 -1.23239186e-03  1.66794417e-03  1.25397386e-03 -3.68172736e-04 -2.59138820e-03 -8.52046241e-04  2.42179648e-03  3.29151320e-03 -1.32218800e-03  5.32288652e-03  2.22669805e-03
 1.13466930e+01 -6.73432797e-02  6.82718229e-03 -3.54671826e-02 -3.17912110e-03 -3.84093078e-03 -1.24306794e-03 -6.06481315e-04  3.60691821e-04 -1.19769703e-03 -8.01605365e-05  8.16428325e-06 -3.02262087e-03 -2.35511375e-03 -6.20858375e-04 -4.42346478e-04 -1.26476456e-03  1.63245159e-03  1.25693368e-03 -3.42572481e-04 -2.56471595e-03 -8.62790967e-04  2.42479826e-03  3.28235776e-03 -1.31226524e-03  5.32609238e-03  2.18136796e-03
 1.13987980e+01 -6.53285463e-02  6.69081983e-03 -3.42481597e-02 -3.01176229e-03 -3.61950889e-03 -1.18528585e-03 -5.71813219e-04  3.81418785e-04 -1.18059218e-03 -7.39891802e-05 -5.86827068e-06 -3.01370652e-03 -2.36952914e-03 -6.25836159e-04 -4.41265209e-04 -1.29780883e-03  1.59924753e-03  1.26167364e-03 -3.16704061e-04 -2.53862667e-03 -8.75294797e-04  2.42715357e-03  3.27392350e-03 -1.30349923e-03  5.32883957e-03  2.13580909e-03
 1.14509020e+01 -6.33802394e-02  6.55684458e-03 -3.30749700e-02 -2.85313665e-03 -3.40745316e-03 -1.13200632e-03 -5.40074274e-04  4.00570459e-04 -1.16312037e-03 -6.74457788e-05 -1.84506217e-05 -3.00587760e-03 -2.38625873e-03 -6.29522242e-04 -4.38660982e-04 -1.33131086e-03  1.56832465e-03  1.26817309e-03 -2.90675755e-04 -2.51322501e-03 -8.89266937e-04  2.42871928e-03  3.26621179e-03 -1.29595163e-03  5.33116207e-03  2.09014757e-03
 1.15030060e+01 -6.14955082e-02  6.42560280e-03 -3.19461719e-02 -2.70267159e-03 -3.20449229e-03 -1.08291979e-03 -5.11321184e-04  4.18129365e-04 -1.14521174e-03 -6.05720680e-05 -2.97275155e-05 -2.99908427e-03 -2.40537514e-03 -6.32073186e-04 -4.34450567e-04 -1.36506236e-03  1.53966600e-03  1.27639827e-03 -2.64590354e-04 -2.48860405e-03 -9.04424114e-04  2.42936537e-03  3.25921963e-03 -1.28967816e-03  5.33309049e-03  2.04451304e-03
 1.15551100e+01 -5.96716796e-02  6.29739429e-03 -3.08603751e-02 -2.55984232e-03 -3.01035840e-03 -1.03772805e-03 -4.85589197e-04  4.34081556e-04 -1.12680917e-03 -5.34167400e-05 -3.98401848e-05 -2.99326704e-03 -2.42692056e-03 -6.33650757e-04 -4.28566042e-04 -1.39885932e-03  1.51324795e-03  1.28630135e-03 -2.38546490e-04 -2.46484674e-03 -9.20492408e-04  2.42897638e-03  3.25293981e-03 -1.28472861e-03  5.33465153e-03  1.99904072e-03
 1.16072140e+01 -5.79062191e-02  6.17247134e-03 -2.98162131e-02 -2.42416632e-03 -2.82478194e-03 -9.96143269e-04 -4.62890329e-04  4.48418086e-04 -1.10786810e-03 -4.60348346e-05 -4.89249356e-05 -2.98835675e-03 -2.45090650e-03 -6.34420256e-04 -4.20955736e-04 -1.43250375e-03  1.48903972e-03  1.29782026e-03 -2.12637535e-04 -2.44202504e-03 -9.37209818e-04  2.42745266e-03  3.24736026e-03 -1.28114602e-03  5.33586779e-03  1.95386896e-03
 1.16593190e+01 -5.61966983e-02  6.05103827e-03 -2.88123215e-02 -2.29519850e-03 -2.64748794e-03 -9.57887436e-04 -4.43212554e-04  4.61136058e-04 -1.08835611e-03 -3.84868892e-05 -5.71119915e-05 -2.98427495e-03 -2.47731454e-03 -6.34548720e-04 -4.11584657e-04 -1.46580544e-03  1.46700322e-03  1.31087903e-03 -1.86950558e-04 -2.42019941e-03 -9.54328521e-04  2.42471135e-03  3.24246365e-03 -1.27896611e-03  5.33675771e-03  1.90913677e-03
 1.17114230e+01 -5.45409224e-02  5.93326289e-03 -2.78474121e-02 -2.17253856e-03 -2.47820935e-03 -9.22695434e-04 -4.26521387e-04  4.72238277e-04 -1.06825423e-03 -3.08386279e-05 -6.45239537e-05 -2.98093488e-03 -2.50609484e-03 -6.34203119e-04 -4.00435548e-04 -1.49858036e-03  1.44709478e-03  1.32538718e-03 -1.61567799e-04 -2.39942055e-03 -9.71615060e-04  2.42068714e-03  3.23822749e-03 -1.27821698e-03  5.33733553e-03  1.86498562e-03
 1.17635270e+01 -5.29367309e-02  5.81926488e-03 -2.69201553e-02 -2.05581352e-03 -2.31666669e-03 -8.90310821e-04 -4.12758290e-04  4.81735096e-04 -1.04755428e-03 -2.31590343e-05 -7.12761649e-05 -2.97824196e-03 -2.53717033e-03 -6.33548576e-04 -3.87507809e-04 -1.53065538e-03  1.42926274e-03  1.34124199e-03 -1.36563284e-04 -2.37972720e-03 -9.88853453e-04  2.41533225e-03  3.23462346e-03 -1.27891849e-03  5.33761156e-03  1.82155260e-03
 1.18156310e+01 -5.13821249e-02  5.70912779e-03 -2.60292573e-02 -1.94468512e-03 -2.16258217e-03 -8.60488998e-04 -4.01843418e-04  4.89643586e-04 -1.02625982e-03 -1.55197444e-05 -7.74758082e-05 -2.97609525e-03 -2.57043627e-03 -6.32746602e-04 -3.72817898e-04 -1.56186653e-03  1.41344924e-03  1.35832848e-03 -1.12004437e-04 -2.36114833e-03 -1.00584464e-03  2.40861664e-03  3.23161771e-03 -1.28108217e-03  5.33759235e-03  1.77897226e-03
 1.18677350e+01 -4.98752291e-02  5.60289958e-03 -2.51734397e-02 -1.83884455e-03 -2.01567678e-03 -8.32996623e-04 -3.93676811e-04  4.95987788e-04 -1.00438513e-03 -7.99362251e-06 -8.32220956e-05 -2.97438867e-03 -2.60576271e-03 -6.31953408e-04 -3.56398627e-04 -1.59206027e-03  1.39958983e-03  1.37652096e-03 -8.79512877e-05 -2.34370332e-03 -1.02240726e-03  2.40052760e-03  3.22917090e-03 -1.28471101e-03  5.33728105e-03  1.73737412e-03
 1.19198400e+01 -4.84142579e-02  5.50059369e-03 -2.43514240e-02 -1.73800786e-03 -1.87566837e-03 -8.07611290e-04 -3.88140279e-04  5.00798624e-04 -9.81953941e-04 -6.53283117e-07 -8.86066255e-05 -2.97301242e-03 -2.64299747e-03 -6.31318298e-04 -3.38298028e-04 -1.62109471e-03  1.38761332e-03  1.39568479e-03 -6.44558104e-05 -2.32740246e-03 -1.03837805e-03  2.39106904e-03  3.22723825e-03 -1.28979944e-03  5.33667782e-03  1.69688044e-03
 1.19719440e+01 -4.69976203e-02  5.40219998e-03 -2.35619944e-02 -1.64192082e-03 -1.74228311e-03 -7.84123574e-04 -3.85100021e-04  5.04113247e-04 -9.59000357e-04  6.42971037e-06 -9.37134238e-05 -2.97185462e-03 -2.68196575e-03 -6.30982210e-04 -3.18579805e-04 -1.64883782e-03  1.37744273e-03  1.41567658e-03 -4.15635634e-05 -2.31224899e-03 -1.05361058e-03  2.38026144e-03  3.22576999e-03 -1.29633294e-03  5.33578031e-03  1.65760781e-03
 1.20240480e+01 -4.56237440e-02  5.30767611e-03 -2.28039038e-02 -1.55034465e-03 -1.61524040e-03 -7.62334229e-04 -3.84408460e-04  5.05975155e-04 -9.35565273e-04  1.31870402e-05 -9.86201508e-05 -2.97080275e-03 -2.72247714e-03 -6.31076261e-04 -2.97320107e-04 -1.67517125e-03  1.36899397e-03  1.43634807e-03 -1.93109105e-05 -2.29823818e-03 -1.06797671e-03  2.36813979e-03  3.22471144e-03 -1.30428863e-03  5.33458407e-03  1.61966123e-03
 1.20761520e+01 -4.42911818e-02  5.21695880e-03 -2.20759389e-02 -1.46306118e-03 -1.49426470e-03 -7.42056262e-04 -3.85907307e-04  5.06433280e-04 -9.11697121e-04  1.95543648e-05 -1.03398367e-04 -2.96974542e-03 -2.76432566e-03 -6.31720565e-04 -2.74607613e-04 -1.69998832e-03  1.36217694e-03  1.45754655e-03  2.27316390e-06 -2.28535954e-03 -1.08136488e-03  2.35475317e-03  3.22400354e-03 -1.31363512e-03  5.33308313e-03  1.58313606e-03
 1.21282570e+01 -4.29985499e-02  5.12996335e-03 -2.13768919e-02 -1.37986684e-03 -1.37908172e-03 -7.23114139e-04 -3.89430189e-04  5.05541460e-04 -8.87449948e-04  2.54727893e-05 -1.08114466e-04 -2.96857387e-03 -2.80729422e-03 -6.33023167e-04 -2.50541354e-04 -1.72319532e-03  1.35689536e-03  1.47911743e-03  2.31678295e-05 -2.27359724e-03 -1.09368004e-03  2.34016305e-03  3.22358334e-03 -1.32433294e-03  5.33127042e-03  1.54811548e-03
 1.21803610e+01 -4.17446195e-02  5.04659342e-03 -2.07056155e-02 -1.30057647e-03 -1.26942819e-03 -7.05345246e-04 -3.94804994e-04  5.03357891e-04 -8.62884250e-04  3.08895304e-05 -1.12830061e-04 -2.96718367e-03 -2.85115419e-03 -6.35079019e-04 -2.25231129e-04 -1.74470984e-03  1.35304737e-03  1.50090445e-03  4.33586716e-05 -2.26293194e-03 -1.10484195e-03  2.32444305e-03  3.22338451e-03 -1.33633400e-03  5.32913839e-03  1.51467232e-03
 1.22324650e+01 -4.05281601e-02  4.96673406e-03 -2.00609434e-02 -1.22501162e-03 -1.16503957e-03 -6.88597726e-04 -4.01856889e-04  4.99944349e-04 -8.38063157e-04  3.57595783e-05 -1.17603251e-04 -2.96547605e-03 -2.89567328e-03 -6.37969378e-04 -1.98793243e-04 -1.76446351e-03  1.35052514e-03  1.52275400e-03  6.28398781e-05 -2.25334039e-03 -1.11478582e-03  2.30767588e-03  3.22333784e-03 -1.34958314e-03  5.32667926e-03  1.48286429e-03
 1.22845690e+01 -3.93480317e-02  4.89026131e-03 -1.94417463e-02 -1.15300482e-03 -1.06566004e-03 -6.72731929e-04 -4.10410568e-04  4.95365547e-04 -8.13053283e-04  4.00460577e-05 -1.22488922e-04 -2.96335934e-03 -2.94061508e-03 -6.41761173e-04 -1.71350821e-04 -1.78240019e-03  1.34921573e-03  1.54451519e-03  8.16123345e-05 -2.24479717e-03 -1.12346054e-03  2.28995298e-03  3.22337194e-03 -1.36401768e-03  5.32388554e-03  1.45273618e-03
 1.23366730e+01 -3.82031527e-02  4.81704325e-03 -1.88469201e-02 -1.08439618e-03 -9.71040990e-04 -6.57619982e-04 -4.20292630e-04  4.89688450e-04 -7.87923299e-04  4.37210061e-05 -1.27539428e-04 -2.96075024e-03 -2.98574255e-03 -6.46506639e-04 -1.43031847e-04 -1.79847629e-03  1.34900130e-03  1.56604191e-03  9.96836799e-05 -2.23727524e-03 -1.13082808e-03  2.27137280e-03  3.22341383e-03 -1.37956806e-03  5.32075035e-03  1.42431878e-03
 1.23887780e+01 -3.70924719e-02  4.74694113e-03 -1.82753763e-02 -1.01903046e-03 -8.80940175e-04 -6.43145430e-04 -4.31333922e-04  4.82981479e-04 -7.62742523e-04  4.67659070e-05 -1.32805179e-04 -2.95757480e-03 -3.03082140e-03 -6.52243253e-04 -1.13967131e-04 -1.81266090e-03  1.34975964e-03  1.58719480e-03  1.17068223e-04 -2.23074657e-03 -1.13686276e-03  2.25203896e-03  3.22338962e-03 -1.39615859e-03  5.31726763e-03  1.39762819e-03
 1.24408820e+01 -3.60150469e-02  4.67981699e-03 -1.77260871e-02 -9.56760596e-04 -7.95129158e-04 -6.29204212e-04 -4.43370584e-04  4.75314414e-04 -7.37581994e-04  4.91717680e-05 -1.38334608e-04 -2.95376967e-03 -3.07561904e-03 -6.58993260e-04 -8.42911243e-05 -1.82493445e-03  1.35136461e-03  1.60784097e-03  1.33785153e-04 -2.22518317e-03 -1.14155001e-03  2.23206037e-03  3.22322515e-03 -1.41370669e-03  5.31343266e-03  1.37266787e-03
 1.24929860e+01 -3.49699102e-02  4.61552760e-03 -1.71980210e-02 -8.97438997e-04 -7.13383480e-04 -6.15702838e-04 -4.56246969e-04  4.66757030e-04 -7.12510768e-04  5.09395875e-05 -1.44175028e-04 -2.94928245e-03 -3.11991183e-03 -6.66764503e-04 -5.41371944e-05 -1.83529009e-03  1.35368687e-03  1.62785775e-03  1.49860029e-04 -2.22055690e-03 -1.14488634e-03  2.21154761e-03  3.22284669e-03 -1.43212528e-03  5.30924183e-03  1.34942566e-03
 1.25450900e+01 -3.39561500e-02  4.55393170e-03 -1.66901882e-02 -8.40921599e-04 -6.35490055e-04 -6.02559318e-04 -4.69816226e-04  4.57379047e-04 -6.87597119e-04  5.20800437e-05 -1.50372369e-04 -2.94407255e-03 -3.16348362e-03 -6.75550329e-04 -2.36385548e-05 -1.84373217e-03  1.35659445e-03  1.64713206e-03  1.65322870e-04 -2.21684035e-03 -1.14687810e-03  2.19061308e-03  3.22218159e-03 -1.45132210e-03  5.30469295e-03  1.32787623e-03
 1.25971940e+01 -3.29728833e-02  4.49489013e-03 -1.62016305e-02 -7.87065835e-04 -5.61245680e-04 -5.89702644e-04 -4.83941627e-04  4.47249514e-04 -6.62907397e-04  5.26133225e-05 -1.56971281e-04 -2.93811154e-03 -3.20612827e-03 -6.85330183e-04  7.07349979e-06 -1.85027611e-03  1.35995351e-03  1.66556181e-03  1.80207903e-04 -2.21400706e-03 -1.14754098e-03  2.16936943e-03  3.22115894e-03 -1.47120059e-03  5.29978529e-03  1.30798096e-03
 1.26492990e+01 -3.20192343e-02  4.43826608e-03 -1.57314135e-02 -7.35729105e-04 -4.90455858e-04 -5.77072272e-04 -4.98497737e-04  4.36436154e-04 -6.38504981e-04  5.25687117e-05 -1.64015180e-04 -2.93138324e-03 -3.24765191e-03 -6.96070448e-04  3.78713058e-05 -1.85494804e-03  1.36362916e-03  1.68305690e-03  1.94553212e-04 -2.21203167e-03 -1.14689937e-03  2.14792797e-03  3.21971015e-03 -1.49166086e-03  5.29451940e-03  1.28968827e-03
 1.27014030e+01 -3.10944026e-02  4.38393044e-03 -1.52786630e-02 -6.86772307e-04 -4.22940214e-04 -5.64618783e-04 -5.13369903e-04  4.25005812e-04 -6.14451634e-04  5.19840685e-05 -1.71545491e-04 -2.92388438e-03 -3.28787099e-03 -7.07724364e-04  6.86294901e-05 -1.85778390e-03  1.36748598e-03  1.69953848e-03  2.08399000e-04 -2.21089017e-03 -1.14498588e-03  2.12639925e-03  3.21776971e-03 -1.51259868e-03  5.28889753e-03  1.27293567e-03
